icsd-id,mp-id,structure,b_exp
ICSD_18012,mp-1138,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[2.500578, 0.0, 1.44371], [0.833526, 2.357568, 1.44371], [0.0, 0.0, 2.887419]], ""pbc"": [true, true, true], ""a"": 2.8874190721445334, ""b"": 2.887419441542915, ""c"": 2.887419, ""alpha"": 59.999993602033705, ""beta"": 59.99998937001777, ""gamma"": 59.99999714535949, ""volume"": 17.02215120415618}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Li"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""F"", ""xyz"": [1.667052, 1.178784, 2.8874195]}], ""@version"": null}",69.6
ICSD_262837,mp-682,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[2.79963664, 1e-08, 1.61637137], [0.9332112300000001, 2.63952331, 1.61637137], [0.0, 0.0, 3.23274373]], ""pbc"": [true, true, true], ""a"": 3.232742136605728, ""b"": 3.2327423203198777, ""c"": 3.23274373, ""alpha"": 59.99999570553246, ""beta"": 59.999993825637304, ""gamma"": 60.00001502474185, ""volume"": 23.889026260060266}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Na"", ""occu"": 1}], ""abc"": [-0.0, -0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Na"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""F"", ""xyz"": [1.866423935, 1.31976166, 3.232743235]}], ""@version"": null}",48.5
ICSD_153887,mp-804,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.18892989, -0.0, 0.0], [-1.59446545, 2.76169519, 0.0], [0.0, 0.0, 5.19235725]], ""pbc"": [true, true, true], ""a"": 3.18892989, ""b"": 3.188930917049292, ""c"": 5.19235725, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 119.9999998231426, ""volume"": 45.72832358928343}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Ga"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 0.49908371], ""properties"": {""magmom"": -0.0}, ""label"": ""Ga"", ""xyz"": [1.5944663711317801, 0.92056414276827, 2.5914209199753975]}, {""species"": [{""element"": ""Ga"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.9990837100000001], ""properties"": {""magmom"": -0.0}, ""label"": ""Ga"", ""xyz"": [-1.9311317801663595e-06, 1.8411310472317302, 5.187599544975398]}, {""species"": [{""element"": ""N"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 0.87591629], ""properties"": {""magmom"": 0.0}, ""label"": ""N"", ""xyz"": [1.5944663711317801, 0.92056414276827, 4.5480702987746024]}, {""species"": [{""element"": ""N"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.37591629], ""properties"": {""magmom"": 0.0}, ""label"": ""N"", ""xyz"": [-1.9311317801663595e-06, 1.8411310472317302, 1.9518916737746024]}], ""@version"": null}",210.0
ICSD_103795,mp-2490,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.33842517, -0.0, 1.9274400999999992], [1.11280806, 3.14749671, 1.9274400999999992], [-0.0, -0.0, 3.8548812]], ""pbc"": [true, true, true], ""a"": 3.854881055853414, ""b"": 3.8548803686949604, ""c"": 3.8548812, ""alpha"": 60.00000144761545, ""beta"": 60.00000734429977, ""gamma"": 60.00000390436404, ""volume"": 40.5058667192971}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Ga"", ""occu"": 1}], ""abc"": [-0.0, -0.0, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Ga"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""P"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""properties"": {""magmom"": 0.0}, ""label"": ""P"", ""xyz"": [1.1128083075, 0.7868741775, 1.9274403499999995]}], ""@version"": null}",88.7
ICSD_635311,mp-1156,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.75825742, 0.0, 2.16982971], [1.25275314, 3.54331855, 2.16982971], [-1e-08, -0.0, 4.33966243]], ""pbc"": [true, true, true], ""a"": 4.339661254681492, ""b"": 4.339661017516534, ""c"": 4.33966243, ""alpha"": 60.00001222132422, ""beta"": 60.00001411716837, ""gamma"": 59.999998713715854, ""volume"": 57.78999678408531}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Ga"", ""occu"": 1}], ""abc"": [-0.0, 0.0, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Ga"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Sb"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""properties"": {""magmom"": -0.0}, ""label"": ""Sb"", ""xyz"": [1.2527526375, 0.8858296375, 2.1698304625000002]}], ""@version"": null}",57.0
ICSD_181071,mp-32,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.47512448, 0.0, 2.00636466], [1.15837483, 3.2763781, 2.00636466], [0.0, 0.0, 4.01272831]], ""pbc"": [true, true, true], ""a"": 4.012728410993222, ""b"": 4.012727856438068, ""c"": 4.01272831, ""alpha"": 59.99998793483045, ""beta"": 59.99999250641951, ""gamma"": 59.999990385095536, ""volume"": 45.68820923290832}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Ge"", ""occu"": 1}], ""abc"": [0.875, 0.875, 0.875], ""properties"": {""magmom"": -0.0}, ""label"": ""Ge"", ""xyz"": [4.05431189625, 2.8668308375000002, 7.02227542625]}, {""species"": [{""element"": ""Ge"", ""occu"": 1}], ""abc"": [0.125, 0.125, 0.125], ""properties"": {""magmom"": -0.0}, ""label"": ""Ge"", ""xyz"": [0.5791874137499999, 0.4095472625, 1.00318220375]}], ""@version"": null}",77.2
ICSD_157495,mp-23703,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[2.460046, 0.0, 1.420308], [0.820014999999999, 2.319354, 1.420308], [0.0, 0.0, 2.840617]], ""pbc"": [true, true, true], ""a"": 2.8406163304782996, ""b"": 2.8406165514558626, ""c"": 2.840617, ""alpha"": 60.00000642184968, ""beta"": 60.00000384850774, ""gamma"": 60.0000118624106, ""volume"": 16.207758213722748}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Li"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""H"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""H"", ""xyz"": [1.6400304999999995, 1.159677, 2.8406165]}], ""@version"": null}",33.7
ICSD_24175,mp-820,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.7922093, 0.0, 2.18943216], [1.26407044, 3.57532931, 2.18943216], [-1e-08, -1e-08, 4.37886635]], ""pbc"": [true, true, true], ""a"": 4.378865670267673, ""b"": 4.378865941710152, ""c"": 4.37886635, ""alpha"": 60.000012418035425, ""beta"": 60.00001033131726, ""gamma"": 60.00000004059077, ""volume"": 59.37040877936157}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Hg"", ""occu"": 1}], ""abc"": [-0.0, -0.0, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Hg"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""properties"": {""magmom"": -0.0}, ""label"": ""Se"", ""xyz"": [1.2640699325, 0.893832325, 2.1894326675]}], ""@version"": null}",50.0
ICSD_162602,mp-2730,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.02939211, -1e-08, 2.326369279999999], [1.34313002, 3.79894548, 2.326369279999999], [-1e-08, -1e-08, 4.6527406]], ""pbc"": [true, true, true], ""a"": 4.652740569068725, ""b"": 4.652738874852676, ""c"": 4.6527406, ""alpha"": 60.00000239566809, ""beta"": 60.00001440708127, ""gamma"": 60.00000600815811, ""volume"": 71.22155217297136}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Hg"", ""occu"": 1}], ""abc"": [0.0, 0.0, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Hg"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Te"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""properties"": {""magmom"": 0.0}, ""label"": ""Te"", ""xyz"": [1.34313053, 0.949736365, 2.3263697899999993]}], ""@version"": null}",42.3
ICSD_22158,mp-22898,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.33858019, 0.0, 2.50487935], [1.44619407, 4.0904518, 2.50487935], [-1e-08, -1e-08, 5.00976072]], ""pbc"": [true, true, true], ""a"": 5.009760335896005, ""b"": 5.00975985195726, ""c"": 5.00976072, ""alpha"": 60.0000077523903, ""beta"": 60.00001091628248, ""gamma"": 59.99999630499975, ""volume"": 88.90698700144401}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""K"", ""occu"": 1}], ""abc"": [0.0, -0.0, -0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""K"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""I"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""I"", ""xyz"": [2.892387125, 2.045225895, 5.00975971]}], ""@version"": null}",12.2
ICSD_44279,mp-23268,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.9420337400000003, -0.0, 2.27593254], [1.3140112400000001, 3.71658402, 2.27593254], [-1e-08, -0.0, 4.55186811]], ""pbc"": [true, true, true], ""a"": 4.551867631415619, ""b"": 4.55186678662684, ""c"": 4.55186811, ""alpha"": 60.00001244450827, ""beta"": 60.000018667743895, ""gamma"": 60.00000630583778, ""volume"": 66.6889627765979}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Na"", ""occu"": 1}], ""abc"": [0.0, -0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Na"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""I"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""I"", ""xyz"": [2.6280224850000002, 1.85829201, 4.551866595]}], ""@version"": null}",15.95
ICSD_22168,mp-22903,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.52073847, -2e-08, 2.61004922], [1.50691145, 4.2621932000000005, 2.61004922], [-0.0, -0.0, 5.22009843]], ""pbc"": [true, true, true], ""a"": 5.220098968885605, ""b"": 5.220098650704789, ""c"": 5.22009843, ""alpha"": 60.00000133523497, ""beta"": 60.00000335154464, ""gamma"": 60.00001549871845, ""volume"": 100.58221792977247}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Rb"", ""occu"": 1}], ""abc"": [0.0, -0.0, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Rb"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""I"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""I"", ""xyz"": [3.01382496, 2.1310965900000003, 5.220098435000001]}], ""@version"": null}",11.08
ICSD_165466,mp-20351,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.615418, -0.0, 2.08736254], [1.205139, 3.40864864, 2.08736254], [-0.0, -0.0, 4.17472507]], ""pbc"": [true, true, true], ""a"": 4.174725103299528, ""b"": 4.174724893174411, ""c"": 4.17472507, ""alpha"": 59.99999851962922, ""beta"": 60.00000018462105, ""gamma"": 60.00000303290362, ""volume"": 51.44801613145897}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""In"", ""occu"": 1}], ""abc"": [-0.0, -0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""In"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""P"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""properties"": {""magmom"": 0.0}, ""label"": ""P"", ""xyz"": [1.20513925, 0.85216216, 2.0873625375]}], ""@version"": null}",71.0
ICSD_162196,mp-20012,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.062002, 0.0, 2.345198], [1.354001, 3.829692, 2.345198], [0.0, 0.0, 4.690396]], ""pbc"": [true, true, true], ""a"": 4.690395922223197, ""b"": 4.690395844922793, ""c"": 4.690396, ""alpha"": 59.99999890629429, ""beta"": 59.99999945146721, ""gamma"": 59.999995017287404, ""volume"": 72.96481594403005}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""In"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""In"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Sb"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""properties"": {""magmom"": 0.0}, ""label"": ""Sb"", ""xyz"": [1.35400075, 0.957423, 2.345198]}], ""@version"": null}",47.4
ICSD_101007,mp-1265,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[2.56829206, -0.0, 1.48280459], [0.85609768, 2.4214088, 1.48280459], [-1e-08, -0.0, 2.96560719]], ""pbc"": [true, true, true], ""a"": 2.965608463297897, ""b"": 2.9656084142286705, ""c"": 2.96560719, ""alpha"": 59.99999152264117, ""beta"": 59.99999219878217, ""gamma"": 59.99998781182175, ""volume"": 18.4427700910204}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Mg"", ""occu"": 1}], ""abc"": [0.0, 0.0, -0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Mg"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""O"", ""xyz"": [1.712194865, 1.2107044, 2.965608185]}], ""@version"": null}",163.93
ICSD_105548,mp-2472,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.16447648, 0.0, 1.8270122400000002], [1.05482583, 2.98349719, 1.8270122400000002], [0.0, -0.0, 3.65402447]], ""pbc"": [true, true, true], ""a"": 3.6540231413584405, ""b"": 3.65402336329188, ""c"": 3.65402447, ""alpha"": 59.99998989048359, ""beta"": 59.999987881327684, ""gamma"": 59.99998865104236, ""volume"": 34.49840025661019}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Sr"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""Sr"", ""xyz"": [2.109651155, 1.491748595, 3.654024475]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [-0.0, -0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""O"", ""xyz"": [0.0, 0.0, 0.0]}], ""@version"": null}",91.21
ICSD_154486,mp-2133,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.23735118, 0.0, 0.0], [-1.61867509, 2.80362829, 0.0], [0.0, -0.0, 5.2220613]], ""pbc"": [true, true, true], ""a"": 3.23735118, ""b"": 3.2373508669087494, ""c"": 5.2220613, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 119.99999298106427, ""volume"": 47.397148259900405}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Zn"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 0.5005917], ""properties"": {""magmom"": 0.0}, ""label"": ""Zn"", ""xyz"": [1.61867737534209, 0.9345418287905699, 2.61412054367121]}, {""species"": [{""element"": ""Zn"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.0005917], ""properties"": {""magmom"": 0.0}, ""label"": ""Zn"", ""xyz"": [-1.2853420899751817e-06, 1.8690864612094298, 0.00308989367121]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 0.8797183], ""properties"": {""magmom"": 0.0}, ""label"": ""O"", ""xyz"": [1.61867737534209, 0.9345418287905699, 4.59394288933179]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.3797183], ""properties"": {""magmom"": 0.0}, ""label"": ""O"", ""xyz"": [-1.2853420899751817e-06, 1.8690864612094298, 1.98291223933179]}], ""@version"": null}",143.0
ICSD_169770,mp-21276,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.23050716, 0.0, 0.0], [0.0, 5.9824948, 0.0], [0.0, 0.0, 8.43319393]], ""pbc"": [true, true, true], ""a"": 4.23050716, ""b"": 5.9824948, ""c"": 8.43319393, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 90.0, ""volume"": 213.4355962686329}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Pb"", ""occu"": 1}], ""abc"": [0.75, 0.75008876, 0.12376494], ""properties"": {""magmom"": 0.0}, ""label"": ""Pb"", ""xyz"": [3.17288037, 4.487402106238448, 1.0437337407548142]}, {""species"": [{""element"": ""Pb"", ""occu"": 1}], ""abc"": [0.75, 0.74991124, 0.62376494], ""properties"": {""magmom"": 0.0}, ""label"": ""Pb"", ""xyz"": [3.17288037, 4.486340093761552, 5.260330705754814]}, {""species"": [{""element"": ""Pb"", ""occu"": 1}], ""abc"": [0.25, 0.24991124, 0.8762350600000001], ""properties"": {""magmom"": 0.0}, ""label"": ""Pb"", ""xyz"": [1.05762679, 1.4950926937615518, 7.389460189245186]}, {""species"": [{""element"": ""Pb"", ""occu"": 1}], ""abc"": [0.25, 0.25008876, 0.37623506], ""properties"": {""magmom"": 0.0}, ""label"": ""Pb"", ""xyz"": [1.05762679, 1.496154706238448, 3.172863224245186]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.25, 0.75094903, 0.87475634], ""properties"": {""magmom"": -0.0}, ""label"": ""S"", ""xyz"": [1.05762679, 4.492548667040044, 7.3769898567170165]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.25, 0.74905097, 0.37475634], ""properties"": {""magmom"": -0.0}, ""label"": ""S"", ""xyz"": [1.05762679, 4.4811935329599555, 3.1603928917170165]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.75, 0.24905097, 0.12524366], ""properties"": {""magmom"": -0.0}, ""label"": ""S"", ""xyz"": [3.17288037, 1.489946132959956, 1.0562040732829838]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.75, 0.25094903, 0.62524366], ""properties"": {""magmom"": -0.0}, ""label"": ""S"", ""xyz"": [3.17288037, 1.501301267040044, 5.272801038282983]}], ""@version"": null}",52.86
ICSD_183008,mp-2201,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.78547046, -1e-08, 2.1855418], [1.2618228, 3.56897537, 2.1855418], [-1e-08, -1e-08, 4.37108462]], ""pbc"": [true, true, true], ""a"": 4.371084483635594, ""b"": 4.371083953645105, ""c"": 4.37108462, ""alpha"": 60.00000284361075, ""beta"": 60.000006818304946, ""gamma"": 60.0000095716074, ""volume"": 59.05444982815671}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Pb"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Pb"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""Se"", ""xyz"": [2.523646625, 1.784487675, 4.37108411]}], ""@version"": null}",54.1
ICSD_153711,mp-19717,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.00601383, 2e-08, 2.31287352], [1.33533897, 3.77690621, 2.31287352], [-0.0, -0.0, 4.62574704]], ""pbc"": [true, true, true], ""a"": 4.625746504691805, ""b"": 4.625746923844236, ""c"": 4.62574704, ""alpha"": 59.99999916934458, ""beta"": 59.99999617189293, ""gamma"": 59.99998749524481, ""volume"": 69.98911846195519}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Te"", ""occu"": 1}], ""abc"": [-0.0, -0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Te"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Pb"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""Pb"", ""xyz"": [2.6706763999999996, 1.888453115, 4.62574704]}], ""@version"": null}",39.8
ICSD_108733,mp-10695,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.29907388, 0.0, 1.90472121], [1.09969197, 3.11039782, 1.90472121], [0.0, 0.0, 3.80944241]], ""pbc"": [true, true, true], ""a"": 3.8094423940416946, ""b"": 3.8094435178076993, ""c"": 3.80944241, ""alpha"": 60.00000953293689, ""beta"": 59.999999774588055, ""gamma"": 59.99999943069732, ""volume"": 39.09033502667045}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Zn"", ""occu"": 1}], ""abc"": [-0.0, -0.0, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Zn"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [1.0996914625, 0.777599455, 1.9047212075]}], ""@version"": null}",77.1
ICSD_162755,mp-1190,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.46901985, 0.0, 2.00283939], [1.15633995, 3.27062248, 2.00283939], [-0.0, -0.0, 4.00567877]], ""pbc"": [true, true, true], ""a"": 4.005679011332485, ""b"": 4.005678358128986, ""c"": 4.00567877, ""alpha"": 59.99999651610045, ""beta"": 60.00000191039194, ""gamma"": 59.99999587930295, ""volume"": 45.44784771695639}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Zn"", ""occu"": 1}], ""abc"": [-0.0, 0.0, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Zn"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""properties"": {""magmom"": 0.0}, ""label"": ""Se"", ""xyz"": [1.15633995, 0.81765562, 2.0028393875]}], ""@version"": null}",62.4
ICSD_150530,mp-149,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.333573, 0.0, 1.924639], [1.111191, 3.142924, 1.924639], [0.0, 0.0, 3.849278]], ""pbc"": [true, true, true], ""a"": 3.8492784033699095, ""b"": 3.8492794116013456, ""c"": 3.849278, ""alpha"": 60.00001213094421, ""beta"": 60.00000346645984, ""gamma"": 60.00001097545789, ""volume"": 40.32952684741405}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Si"", ""occu"": 1}], ""abc"": [0.875, 0.875, 0.875], ""properties"": {""magmom"": -0.0}, ""label"": ""Si"", ""xyz"": [3.8891685, 2.7500584999999997, 6.7362365]}, {""species"": [{""element"": ""Si"", ""occu"": 1}], ""abc"": [0.125, 0.125, 0.125], ""properties"": {""magmom"": -0.0}, ""label"": ""Si"", ""xyz"": [0.5555955, 0.3928655, 0.9623195]}], ""@version"": null}",98.0
ICSD_52489,mp-1883,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]], ""pbc"": [true, true, true], ""a"": 4.505420385458509, ""b"": 4.505420386322524, ""c"": 4.50541987, ""alpha"": 59.999996066185005, ""beta"": 59.99999609495847, ""gamma"": 59.99999300166882, ""volume"": 64.66821344829322}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Sn"", ""occu"": 1}], ""abc"": [-0.0, 0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Sn"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Te"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""Te"", ""xyz"": [2.60120575, 1.83933005, 4.505420385]}], ""@version"": null}",37.83
